jogador,time,posicao,Minutos,xG,xAG,G-PK,Assistencias,PrgC,PrgP,Key_Pass,Passing 1/3,Cross,Dribles_Tentados,Dribles_certos,%Dribles,Acoes Ofensivas,Cluster,Perfil,xG_Pontuacao,xAG_Pontuacao,G-PK_Pontuacao,Assistencias_Pontuacao,Acoes Ofensivas_Pontuacao,Key_Pass_Pontuacao,Passing 1/3_Pontuacao,Cross_Pontuacao,%Dribles_Pontuacao,Pontuacao_Total,Pontuacao
Pablo Galdames Millán,Vasco da Gama,MF,1154,0.3,0.7,0,2,8,71,18,61,19,8,2,,19.26829268292683,1,mei apoio,0.33,1.295,0.0,4,23.121951219512194,27.0,67.10000000000001,19.0,,141.84695121951222,17.281770030340592
Pablo Vegetti,Vasco da Gama,FW,2986,12.4,2.8,12,2,10,37,19,28,17,17,3,,11.463414634146343,2,mei assist,13.640000000000002,5.18,21.6,4,13.756097560975611,28.5,30.800000000000004,17.0,,134.47609756097563,16.27578197050893
Philippe Coutinho,Vasco da Gama,MF,667,2.3,1.0,2,1,28,60,11,57,38,24,12,,21.463414634146343,1,mei apoio,2.53,1.85,3.6,2,25.75609756097561,16.5,62.7,38.0,,152.9360975609756,18.795237714008184
Rayan Vitor,Vasco da Gama,"FW,MF",855,1.9,1.4,1,0,16,15,11,14,8,16,7,,7.560975609756097,1,mei apoio,2.09,2.59,1.8,0,9.073170731707316,16.5,15.400000000000002,8.0,,55.45317073170732,5.490583331932451
Alerrandro,Vitória,FW,2387,11.0,2.8,11,4,16,55,33,28,7,24,10,,17.317073170731707,2,mei assist,12.100000000000001,5.18,19.8,8,20.780487804878046,49.5,30.800000000000004,7.0,,153.16048780487804,18.82586291925115
Carlos Eduardo,Vitória,"FW,MF",871,1.5,1.2,0,2,19,22,9,16,19,34,16,,10.0,1,mei apoio,1.6500000000000001,2.22,0.0,4,12.0,13.5,17.6,19.0,,69.97,7.471867669819675
Gustavo Mosquito,Vitória,"FW,MF",797,2.1,2.0,0,2,23,22,10,12,22,30,11,,10.975609756097562,1,mei apoio,2.3100000000000005,3.7,0.0,4,13.170731707317074,15.0,13.200000000000001,22.0,,73.38073170731707,7.937370789512796
Janderson,Vitória,"FW,MF",1396,2.1,1.6,3,1,39,23,13,20,14,59,28,,15.121951219512194,1,mei apoio,2.3100000000000005,2.9600000000000004,5.4,2,18.146341463414632,19.5,22.0,14.0,,86.31634146341463,9.702847295236799
José Hugo,Vitória,"MF,FW",632,1.5,0.9,1,2,34,17,9,11,39,43,20,,12.439024390243903,1,mei apoio,1.6500000000000001,1.665,1.8,4,14.926829268292682,13.5,12.100000000000001,39.0,,88.64182926829268,10.020234272833628
Luan Silva,Vitória,MF,1585,0.4,0.2,0,0,6,41,6,30,4,11,7,,11.463414634146343,1,mei apoio,0.44000000000000006,0.37000000000000005,0.0,0,13.756097560975611,9.0,33.0,4.0,,60.566097560975614,6.188405264006745
Léo Naldi,Vitória,MF,1103,0.5,0.2,0,0,13,45,7,43,8,15,4,,14.146341463414632,1,mei apoio,0.55,0.37000000000000005,0.0,0,16.97560975609756,10.5,47.300000000000004,8.0,,83.69560975609755,9.345164870958866
Machado,Vitória,MF,822,0.3,0.5,0,0,3,39,10,34,47,17,12,,10.24390243902439,1,mei apoio,0.33,0.925,0.0,0,12.292682926829269,15.0,37.400000000000006,47.0,,112.94768292682927,13.337543189445356
Matheusinho,Vitória,"MF,FW",2469,3.5,3.4,5,5,55,98,37,79,101,80,37,,37.31707317073171,0,construtores diretos,3.8500000000000005,6.29,9.0,10,44.78048780487805,55.5,86.9,101.0,,317.32048780487804,41.230730462741846
Osvaldo,Vitória,"MF,FW",1072,2.4,1.6,1,0,29,37,19,15,45,33,12,,16.097560975609756,1,mei apoio,2.64,2.9600000000000004,1.8,0,19.317073170731707,28.5,16.5,45.0,,116.71707317073171,13.851996705127375
Ricardo,Vitória,MF,1043,0.2,0.5,0,1,5,54,10,43,8,11,5,,14.390243902439023,1,mei apoio,0.22000000000000003,0.925,0.0,2,17.268292682926827,15.0,47.300000000000004,8.0,,90.71329268292683,10.302951520799425
Willian,Vitória,MF,2649,4.1,1.2,5,1,11,102,31,78,3,20,4,,27.5609756097561,4,finalizadores criativos,4.51,2.22,9.0,2,33.073170731707314,46.5,85.80000000000001,3.0,,186.10317073170734,23.321942643318057
